,lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv,predictA
358,L3,6,B,1400,A,a2,r4,g3,t13,0,4,-1,14.0,3,0,6,23.7,-2,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,109,-6.0,-17.0,-69.75,-63.75,-52.75,-7.48,12,32.58,57.13,32.01,56.56,0.0,116,11.0,B
359,L2,6,B,1400,A,a2,r4,g3,t13,0,4,-1,14.0,3,0,6,23.7,0,0,11,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,84,-8.5,-6.0,-4.25,4.25,1.75,0.46,1,22.9,45.71,22.33,45.14,72.0,116,86.0,B
360,L1,5,B,1400,A,g4,r29,g4,t15,0,-4,0,10.0,1,0,0,0.0,0,7,7,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tz,21,-6.75,-6.25,-3.0,3.75,3.25,-0.22,3,22.55,44.98,22.65,45.08,32.0,114,42.0,B
361,L2,5,B,1400,A,g4,r29,g4,t15,0,-4,-2,10.0,1,0,0,0.0,0,9,9,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tz,84,-4.25,-4.25,-1.75,2.5,2.5,0.28,1,22.32,45.02,22.37,45.07,179.0,114,189.0,B
362,L3,5,B,1400,A,g4,r29,g4,t15,0,-4,-4,10.0,1,0,0,0.0,-2,-1,-1,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tz,98,-5.0,-6.5,-11.25,-6.25,-4.75,-0.4,8,22.89,45.63,23.04,45.78,128.0,114,138.0,B
363,L1,5,B,1400,A,a2,r7,g3,t12,0,1,0,14.0,7,0,0,0.0,0,7,7,9,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tz,21,-4.25,-3.75,-2.5,1.75,1.25,0.25,3,22.58,45.39,22.56,45.37,0.0,133,17.0,E
364,L3,5,B,1400,A,a2,r7,g3,t12,-1,1,18,14.0,7,0,0,0.0,-2,4,4,9,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tz,98,-4.75,-5.25,-3.5,1.25,1.75,-0.16,7,22.98,45.4,23.03,45.45,0.0,133,12.0,E
365,L2,5,B,1400,A,a2,r7,g3,t12,-1,1,17,14.0,7,0,0,0.0,0,3,-1,5,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tc,84,-3.5,-2.75,-1.75,1.75,1.0,-0.58,5,23.85,46.82,23.97,46.94,0.0,133,4.2,D
366,L1,5,B,1400,A,g1,r13,g5,t20,0,1,-3,5.3,3,0,0,0.0,0,4,4,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,11,-8.5,-7.5,-6.75,1.75,0.75,-0.85,6,23.21,45.62,23.19,45.6,0.0,129,4.4,A
367,L2,5,B,1400,A,g1,r13,g5,t20,-1,1,15,5.3,3,0,0,0.0,0,0,4,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,98,-11.25,-7.0,-3.75,7.5,3.25,0.24,2,22.74,45.4,22.79,45.45,12.7,129,18.0,A
368,L3,5,B,1400,A,g1,r13,g5,t20,-1,1,15,5.3,3,0,0,0.0,1,-1,1,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gs,130,-3.75,-2.75,-4.0,-0.25,-1.25,0.44,7,23.86,47.99,24.06,48.19,4.7,129,10.0,B
369,L2,5,B,1400,A,g2,r18,g1,t2,-1,-22,15,5.4,8,0,0,0.0,0,1,-4,3,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,gs,137,-1.75,-2.0,-2.75,-1.0,-0.75,0.63,7,24.32,49.1,24.52,49.3,158.6,128,164.0,B
370,L1,5,B,1400,A,g2,r18,g1,t2,0,-22,-5,5.4,8,0,0,0.0,-2,0,-1,3,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,tc,105,-2.0,-1.75,-3.5,-1.5,-1.75,-0.64,7,23.08,46.19,23.63,46.74,21.6,128,27.0,B
371,L3,5,B,1400,A,g2,r18,g1,t2,-1,-22,9,5.4,8,0,0,0.0,0,-3,-3,5,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,gz,158,-4.75,-4.75,-6.75,-2.0,-2.0,-1.25,8,24.6,47.95,24.82,48.17,84.6,128,90.0,B
372,L3,4,B,1400,A,a3,r6,g4,t14,0,18,4,3.6,4,0,6,22.7,0,3,3,11,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,zc,232,-6.0,-7.25,-7.25,-1.25,0.0,-0.77,4,23.63,46.34,23.58,46.29,13.4,126,17.0,B
373,L1,4,B,1400,A,a3,r6,g4,t14,0,18,-2,3.6,4,0,6,22.7,0,3,5,11,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,tc,154,-7.75,-5.5,-1.75,6.0,3.75,-0.09,1,23.16,45.83,22.71,45.38,0.0,126,5.2,A
374,L2,4,B,1400,A,a3,r6,g4,t14,0,18,2,3.6,4,0,6,22.7,0,3,10,11,0,0,0.0,0.0,0.0,23.0,0.0,False,False,False,True,False,tc,203,-11.0,-6.25,0.06,11.06,6.31,0.43,1,22.9,45.73,22.45,45.28,11.4,126,15.0,B
375,L3,4,B,1400,A,g2,r17,g2,t7,0,13,-3,16.0,12,0,0,0.0,-1,-5,-5,7,0,0,0.0,0.0,0.0,0.0,24.0,False,False,False,False,True,gz,151,-2.0,-5.0,-26.25,-24.25,-21.25,-4.76,12,28.48,51.33,27.54,50.39,0.0,123,5.6,E
376,L1,4,B,1400,A,g2,r17,g2,t7,0,13,-1,16.0,12,0,0,0.0,1,-5,-5,3,0,0,0.0,0.0,0.0,0.0,24.0,False,False,False,False,True,tz,21,-1.75,-1.5,-4.0,-2.25,-2.5,-0.3,9,23.45,46.3,23.13,45.98,0.0,123,17.0,D
377,L2,4,B,1400,A,g2,r17,g2,t7,0,13,-3,16.0,12,0,0,0.0,-3,-5,-5,7,0,0,0.0,0.0,0.0,0.0,24.0,False,False,False,False,True,tz,133,-2.25,-3.75,-10.5,-8.25,-6.75,-2.79,13,24.23,45.05,23.54,44.36,0.0,123,11.0,E
378,L1,3,B,1400,A,g3,r24,g4,t16,0,-7,5,84.0,10,0,0,0.0,0,1,1,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,84,-6.75,-7.25,-13.0,-6.25,-5.75,-0.25,7,22.9,45.6,23.07,45.77,0.0,123,78.0,D
379,L2,3,B,1400,A,g3,r24,g4,t16,0,-7,0,84.0,10,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,E
380,L3,3,B,1400,A,g3,r24,g4,t16,0,-7,0,84.0,10,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,123,0.0,E
381,L2,4,B,1400,A,a2,r4,g5,t22,0,3,-5,11.0,1,0,0,0.0,0,2,2,9,0,1,0.0,0.0,0.0,22.7,0.0,False,True,False,True,False,tz,92,-9.75,-7.25,-3.0,6.75,4.25,-0.21,1,21.96,44.01,22.14,44.19,67.0,122,78.0,E
382,L3,4,B,1400,A,a2,r4,g5,t22,0,3,-6,11.0,1,0,0,0.0,1,3,3,11,0,1,0.0,0.0,0.0,22.7,0.0,False,True,False,True,False,tz,105,-4.5,-6.5,-12.75,-8.25,-6.25,-2.14,7,22.35,42.98,22.62,43.25,19.0,122,30.0,E
383,L1,4,B,1400,A,a2,r4,g5,t22,0,3,-6,11.0,1,0,0,0.0,1,-1,3,11,0,1,0.0,0.0,0.0,22.7,0.0,False,True,False,True,False,tc,77,-7.0,-4.25,-4.0,3.0,0.25,0.2,4,22.67,45.61,22.59,45.53,18.0,122,29.0,E
384,L2,4,B,1400,A,a4,r12,g2,t9,0,-22,-4,31.0,9,0,0,0.0,0,3,3,11,1,0,24.9,0.0,0.0,0.0,0.0,True,False,False,False,False,gz,116,-7.5,-7.0,-4.0,3.5,3.0,-1.31,3,22.97,45.28,23.52,45.83,236.0,121,267.0,E
385,L1,4,B,1400,A,a4,r12,g2,t9,0,-22,-3,31.0,9,0,0,0.0,0,4,4,9,1,0,24.9,0.0,0.0,0.0,0.0,True,False,False,False,False,tz,98,-5.25,-3.75,-2.5,2.75,1.25,-0.2,3,21.96,44.34,22.51,44.89,80.0,121,111.0,E
386,L3,4,B,1400,A,a4,r12,g2,t9,0,-22,-8,31.0,9,0,0,0.0,-3,-4,-4,7,1,0,24.9,0.0,0.0,0.0,0.0,True,False,False,False,False,zc,179,-1.5,-3.5,-24.5,-23.0,-21.0,-4.6,12,26.51,49.22,27.11,49.82,101.0,121,132.0,E
387,L1,5,B,1400,A,g1,r14,g4,t15,0,8,0,7.2,11,0,0,0.0,1,6,6,11,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,gz,18,-4.75,-5.0,-3.75,1.0,1.25,-0.93,1,23.6,46.07,23.4,45.87,0.0,121,5.8,B
388,L2,5,B,1400,A,g1,r14,g4,t15,0,8,-2,7.2,11,0,0,0.0,2,3,3,9,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tz,88,-5.75,-8.0,-2.0,3.75,6.0,0.15,1,22.7,45.2,22.3,44.8,0.0,121,8.8,B
389,L3,5,B,1400,A,g1,r14,g4,t15,0,8,-4,7.2,11,0,0,0.0,0,0,0,9,0,0,0.0,0.0,0.0,22.2,0.0,False,False,False,True,False,tz,126,-6.75,-4.25,-6.0,0.75,-1.75,-1.5,8,24.29,46.56,23.67,45.94,7.8,121,15.0,B
390,L1,5,B,1400,A,g1,r15,g1,t3,0,6,-2,22.0,5,0,0,0.0,-1,2,2,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,18,-3.5,-4.5,-6.0,-2.5,-1.5,-1.25,6,23.94,46.53,23.79,46.38,0.0,120,22.0,A
391,L2,5,B,1400,A,g1,r15,g1,t3,0,6,-5,22.0,5,0,0,0.0,0,4,4,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,74,-4.0,-8.75,-4.0,0.0,4.75,0.52,2,23.08,46.43,22.71,46.06,0.0,120,30.0,A
392,L3,5,B,1400,A,g1,r15,g1,t3,0,6,-6,22.0,5,0,0,0.0,0,-1,-1,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,109,-4.0,-5.75,-2.75,1.25,3.0,-0.25,6,23.77,46.87,23.2,46.3,0.0,120,11.0,A
393,L1,5,B,1400,A,g2,r16,g3,t10,0,-10,-3,9.9,6,0,0,0.0,1,0,-5,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,14,0.25,0.75,-4.75,-5.0,-5.5,0.12,8,23.19,46.82,23.44,47.07,3.1,116,13.0,A
394,L2,5,B,1400,A,g2,r16,g3,t10,0,-10,-2,9.9,6,0,0,0.0,-1,1,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,98,-4.75,-4.25,-2.25,2.5,2.0,1.08,4,22.87,46.75,22.75,46.63,5.1,116,15.0,A
395,L3,5,B,1400,A,g2,r16,g3,t10,0,-10,0,9.9,6,0,0,0.0,0,-1,5,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,133,-3.0,-4.25,-0.5,2.5,3.75,0.36,2,23.08,46.07,22.63,45.62,1.1,116,11.0,A
396,L2,7,B,1400,A,g4,r29,g3,t13,0,9,-3,43.0,2,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,23.2,False,False,False,False,True,ts,88,-0.25,-1.25,-18.25,-18.0,-17.0,-2.25,13,26.38,50.68,26.48,50.78,0.0,115,52.0,B
397,L1,7,B,1400,A,g4,r29,g3,t13,0,9,0,43.0,2,0,0,0.0,1,-1,-10,1,0,0,0.0,0.0,0.0,0.0,23.2,False,False,False,False,True,gs,18,0.5,-1.0,-17.5,-18.0,-16.5,-1.4,12,25.81,50.0,25.59,49.78,0.0,115,54.0,C
398,L3,7,B,1400,A,g4,r29,g3,t13,0,9,1,43.0,2,0,0,0.0,0,-8,-8,3,0,0,0.0,0.0,0.0,0.0,23.2,False,False,False,False,True,tz,112,-1.75,-2.75,-15.25,-13.5,-12.5,-1.96,12,24.95,47.84,24.87,47.76,0.0,115,6.6,B
399,L3,3,B,1200,A,a1,r2,g2,t5,0,7,-6,38.0,14,1,0,0.0,1,4,4,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,168,-4.0,-2.5,2.25,6.25,4.75,-2.17,1,23.1,44.15,23.04,44.09,0.0,123,6.5,A
400,L2,3,B,1200,A,a1,r2,g2,t5,0,7,-10,38.0,14,1,0,0.0,-1,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,126,-3.0,-4.25,-4.75,-1.75,-0.5,0.7,7,22.63,45.9,22.27,45.54,0.0,123,2.5,A
401,L1,3,B,1200,A,a1,r2,g2,t5,0,7,-10,38.0,14,1,0,0.0,1,1,1,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,84,-1.75,-2.0,-1.75,0.0,0.25,0.64,2,21.93,44.59,21.72,44.38,0.0,123,5.3,A
402,L1,4,B,1200,A,a4,r9,g1,t23,0,-19,-7,47.0,12,1,0,0.0,0,-2,-2,1,0,0,0.0,0.0,0.0,22.8,0.0,False,False,False,True,False,gz,18,-1.0,-1.0,-2.5,-1.5,-1.5,-2.14,9,22.67,43.98,23.24,44.55,0.0,125,6.9,E
403,L2,4,B,1200,A,a4,r9,g1,t23,-1,-19,7,47.0,12,1,0,0.0,-1,-2,-2,3,0,0,0.0,0.0,0.0,22.8,0.0,False,False,False,True,False,gz,81,-0.25,-1.75,-5.0,-4.75,-3.25,-1.86,7,23.47,45.02,23.62,45.17,0.0,125,8.6,B
404,L3,4,B,1200,A,a4,r9,g1,t23,-1,-19,8,47.0,12,1,0,0.0,-1,3,3,7,0,0,0.0,0.0,0.0,22.8,0.0,False,False,False,True,False,gz,130,-2.25,-3.0,-5.5,-3.25,-2.5,-1.19,4,23.41,45.06,23.08,44.73,0.0,125,6.3,B
405,L1,4,B,1200,A,a1,r1,g3,t11,0,8,0,7.3,6,1,0,0.0,-1,8,8,11,0,0,0.0,0.0,0.0,0.0,22.2,False,False,False,False,True,tz,21,-2.5,-4.0,-1.75,0.75,2.25,-1.35,1,22.33,43.07,22.09,42.83,0.0,131,5.8,A
406,L3,4,B,1200,A,a1,r1,g3,t11,0,8,2,7.3,6,1,0,0.0,0,2,2,5,0,0,0.0,0.0,0.0,0.0,22.2,False,False,False,False,True,tz,105,-1.25,-1.75,-6.0,-4.75,-4.25,-2.07,2,23.21,43.6,22.52,42.91,0.0,131,4.1,A
407,L2,4,B,1200,A,a1,r1,g3,t11,0,8,1,7.3,6,1,0,0.0,0,1,1,5,0,0,0.0,0.0,0.0,0.0,22.2,False,False,False,False,True,tz,84,-1.25,-1.5,-5.25,-4.0,-3.75,-2.13,3,22.93,43.19,22.42,42.68,0.0,131,8.5,A
408,L2,4,B,1200,A,a2,r7,g2,t7,0,12,1,11.0,3,0,0,0.0,0,4,4,5,6,0,30.8,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,98,-3.75,-2.5,-1.0,2.75,1.5,-0.13,2,22.97,45.39,22.58,45.0,0.0,130,2.3,A
409,L1,4,B,1200,A,a2,r7,g2,t7,0,12,-1,11.0,3,0,0,0.0,2,1,1,7,6,0,30.8,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,77,-4.75,-4.0,-5.75,-1.0,-1.75,-0.43,6,23.31,45.86,22.95,45.5,0.0,130,6.2,A
410,L3,4,B,1200,A,a2,r7,g2,t7,0,12,2,11.0,3,0,0,0.0,1,8,8,11,6,0,30.8,0.0,0.0,0.0,0.0,True,False,False,False,False,tc,126,-4.75,-5.75,-0.25,4.5,5.5,-0.35,1,23.49,45.91,22.83,45.25,30.0,130,41.0,A
411,L1,4,B,1200,A,g2,r18,g4,t17,0,19,0,12.0,9,1,0,0.0,0,2,2,7,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tc,21,-4.0,-3.5,-3.5,0.5,0.0,-0.73,6,23.73,46.16,23.16,45.59,0.0,130,4.4,C
412,L2,4,B,1200,A,g2,r18,g4,t17,0,19,5,12.0,9,1,0,0.0,-1,7,7,7,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tc,133,-3.25,-4.75,0.5,3.75,5.25,1.96,1,22.12,45.6,21.67,45.15,0.0,130,3.1,C
413,L3,4,B,1200,A,g2,r18,g4,t17,0,19,6,12.0,9,1,0,0.0,3,4,4,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tc,154,-6.0,-4.5,-1.25,4.75,3.25,-0.34,2,23.32,45.67,22.87,45.22,0.0,130,4.3,C
414,L1,4,B,1200,A,g1,r15,g1,t3,0,0,0,8.6,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,23.7,False,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
415,L2,4,B,1200,A,g1,r15,g1,t3,0,0,0,8.6,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,23.7,False,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
416,L3,4,B,1200,A,g1,r15,g1,t3,0,0,0,8.6,10,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,23.7,False,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
417,L3,4,B,1200,A,g3,r24,g4,t16,0,-19,-1,9.7,4,1,0,0.0,1,0,-2,1,0,2,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,ss,168,1.25,0.75,-0.5,-1.75,-1.25,-1.19,8,23.63,46.64,24.17,47.18,3.3,125,13.0,B
418,L1,4,B,1200,A,g3,r24,g4,t16,0,-19,-3,9.7,4,1,0,0.0,0,0,-7,1,0,2,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,ss,105,0.75,0.5,-6.75,-7.5,-7.25,-1.38,10,23.87,47.02,24.44,47.59,0.0,125,4.9,B
419,L2,4,B,1200,A,g3,r24,g4,t16,0,-19,-1,9.7,4,1,0,0.0,-1,0,-4,5,0,2,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,ss,147,-4.0,-4.75,-9.25,-5.25,-4.5,-1.3,9,24.24,47.81,24.84,48.41,0.0,125,2.9,A
420,L2,4,B,1200,A,g1,r13,g2,t9,0,0,0,6.2,2,0,0,0.0,0,0,0,5,1,0,23.8,0.0,0.0,0.0,22.1,True,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
421,L1,4,B,1200,A,g1,r13,g2,t9,0,0,0,6.2,2,0,0,0.0,0,0,0,5,1,0,23.8,0.0,0.0,0.0,22.1,True,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
422,L3,4,B,1200,A,g1,r13,g2,t9,0,0,0,6.2,2,0,0,0.0,0,0,0,5,1,0,23.8,0.0,0.0,0.0,22.1,True,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,125,0.0,A
423,L1,4,B,1200,A,g2,r17,g5,t19,0,-12,0,7.1,1,1,0,0.0,0,3,3,7,0,0,0.0,0.0,0.0,0.0,22.8,False,False,False,False,True,tc,21,-3.25,-2.75,-3.5,-0.25,-0.75,-0.05,6,22.5,45.31,22.86,45.67,0.0,124,4.5,C
424,L3,4,B,1200,A,g2,r17,g5,t19,0,-12,0,7.1,1,1,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,22.8,False,False,False,False,True,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,124,0.0,D
425,L2,4,B,1200,A,g2,r17,g5,t19,0,-12,-1,7.1,1,1,0,0.0,0,6,6,11,0,0,0.0,0.0,0.0,0.0,22.8,False,False,False,False,True,tc,92,-9.25,-6.0,-6.75,2.5,-0.75,-1.07,4,22.69,44.37,22.72,44.4,5.9,124,13.0,C
426,L2,4,B,1200,A,a4,r3,g3,t12,0,16,0,115.0,13,0,0,0.0,0,0,0,5,0,4,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,E
427,L3,4,B,1200,A,a4,r3,g3,t12,0,16,0,115.0,13,0,0,0.0,0,0,0,5,0,4,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,dd,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,121,0.0,E
428,L1,4,B,1200,A,a4,r3,g3,t12,0,16,-1,115.0,13,0,0,0.0,0,2,2,11,0,4,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,tc,92,-9.25,-8.5,-10.5,-1.25,-2.0,-0.88,5,23.41,45.49,22.93,45.01,148.0,121,263.0,E
429,L2,7,B,1200,A,g1,r14,g2,t6,0,5,-3,24.0,5,1,0,0.0,3,3,3,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,84,-4.5,-3.5,-7.75,-3.25,-4.25,-2.42,6,22.33,42.39,22.39,42.45,0.0,122,16.0,B
430,L1,7,B,1200,A,g1,r14,g2,t6,0,5,0,24.0,5,1,0,0.0,2,3,3,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,21,-2.5,-3.25,-3.25,-0.75,0.0,-1.85,4,22.62,43.24,22.47,43.09,0.0,122,5.7,B
431,L3,7,B,1200,A,g1,r14,g2,t6,0,5,-2,24.0,5,1,0,0.0,4,4,4,9,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tz,105,-3.5,-2.75,-7.5,-4.0,-4.75,-2.32,5,22.0,42.19,22.45,42.64,0.0,122,16.0,B
432,L2,5,B,1200,A,a2,r4,g5,t22,0,-9,0,9.8,7,1,0,0.0,0,1,-6,3,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,ss,92,-2.25,-1.0,-5.25,-3.0,-4.25,-0.53,9,24.9,49.18,24.81,49.09,97.2,120,107.0,E
433,L1,5,B,1200,A,a2,r4,g5,t22,0,-9,1,9.8,7,1,0,0.0,0,9,9,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,tc,21,-6.5,-4.75,-0.75,5.75,4.0,-0.31,1,22.3,44.53,22.57,44.8,6.2,120,16.0,E
434,L3,5,B,1200,A,a2,r4,g5,t22,0,-9,-4,9.8,7,1,0,0.0,0,3,3,11,0,0,0.0,0.0,0.0,0.0,22.9,False,False,False,False,True,dd,109,-6.25,-5.75,-6.0,0.25,-0.25,-0.53,3,23.18,45.92,23.15,45.89,8.2,120,18.0,E
435,L3,5,B,1200,A,g2,r16,g4,t15,0,11,0,5.5,11,0,0,0.0,-3,-1,7,7,0,0,0.0,0.0,0.0,0.0,21.9,False,False,False,False,True,ss,119,-3.5,-4.25,-0.06,3.44,4.19,-0.06,1,23.49,46.62,23.19,46.32,13.5,117,19.0,E
436,L1,5,B,1200,A,g2,r16,g4,t15,0,11,1,5.5,11,0,0,0.0,0,4,4,5,0,0,0.0,0.0,0.0,0.0,21.9,False,False,False,False,True,tc,21,-2.75,-2.0,-1.25,1.5,0.75,0.15,4,22.98,45.75,22.65,45.42,0.0,117,9.0,B
437,L2,5,B,1200,A,g2,r16,g4,t15,0,11,0,5.5,11,0,0,0.0,-1,0,1,5,0,0,0.0,0.0,0.0,0.0,21.9,False,False,False,False,True,ss,77,-2.75,-2.5,-3.5,-0.75,-1.0,-0.11,6,22.94,46.04,23.21,46.31,0.0,117,6.3,B
438,L2,6,B,1200,A,a3,r5,g5,t20,0,7,0,153.0,8,0,0,0.0,2,-4,-4,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,116,-3.0,-3.5,-3.75,-0.75,-0.25,-1.91,9,23.51,44.84,23.24,44.57,0.0,116,12.0,E
439,L3,6,B,1200,A,a3,r5,g5,t20,0,7,-1,153.0,8,0,0,0.0,0,4,4,11,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,gz,137,-6.75,-6.75,-2.0,4.75,4.75,-0.25,2,22.36,44.2,22.06,43.9,0.0,116,33.0,E
440,L1,6,B,1200,A,a3,r5,g5,t20,0,7,3,153.0,8,0,0,0.0,-2,-4,-4,7,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,77,-3.5,-4.25,-11.25,-7.75,-7.0,-1.02,11,24.11,46.9,23.9,46.69,54.0,116,207.0,D
441,L3,8,B,1400,A,g1,r13,g1,t23,0,10,7,4.9,1,0,0,0.0,-1,2,1,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,tc,224,-2.25,-0.5,0.5,2.75,1.0,0.44,1,23.18,46.25,22.8,45.87,0.0,133,1.6,B
442,L2,8,B,1400,A,g1,r13,g1,t23,0,10,5,4.9,1,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,175,-1.5,-1.75,0.5,2.0,2.25,0.26,3,22.93,45.65,22.58,45.3,0.0,133,2.5,B
443,L1,8,B,1400,A,g1,r13,g1,t23,0,10,7,4.9,1,0,0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,154,-1.0,-0.5,-0.06,0.94,0.44,1.2,3,22.46,45.7,22.21,45.45,0.0,133,1.6,B
444,L1,8,B,1400,A,g4,r30,g1,t2,0,4,-5,38.0,5,0,0,0.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ts,98,-1.5,-1.0,-6.0,-4.5,-5.0,0.16,4,22.88,45.94,22.78,45.84,0.0,128,4.2,C
445,L3,8,B,1400,A,g4,r30,g1,t2,0,4,2,38.0,5,0,0,0.0,0,2,2,5,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,154,-4.0,-1.25,0.06,4.06,1.31,0.97,1,22.06,44.94,21.96,44.84,0.0,128,10.0,C
446,L2,8,B,1400,A,g4,r30,g1,t2,0,4,-5,38.0,5,0,0,0.0,0,-1,2,3,0,0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,ss,119,-1.75,-2.75,-0.25,1.5,2.5,0.19,3,22.49,45.05,22.25,44.81,0.0,128,6.3,C
447,L3,5,B,1400,A,g2,r17,g1,t1,0,17,3,10.0,3,0,0,0.0,0,0,-1,1,0,0,0.0,0.0,23.1,0.0,0.0,False,False,True,False,False,ss,175,1.5,1.75,-0.5,-2.0,-2.25,-0.14,5,23.44,46.12,22.89,45.57,0.0,126,10.0,C
