age,nameA,nameB,wdiff,ldiff,l2rwd,l2rld,l3rwd,l3rld,fd,dw,py,mtv,morn,p1,p2,pd,pf,l2p1,l2p2,l2pd,l2pf,l3p1,l3p2,l3pd,l3pf,w1btd1,w2btd1,w3btd1,w4btd1,w6btd1,wk1Bt,wk2Bt,wk3Bt,wk4Bt,wk6Bt,dc,lt,ll3,ll2,ll1,d2leng,d1leng,lbx,sr,adj1,adj8,ad1,ad8,l2adj1,l2adj8,l3adj1,l2adj8,l2itv,l2dc,l2l3,l2l2,l2l1,last2Bx,l2sk,l3dc,L3Itv,l3l3,l3l2,l3l1,last3Bx,l3sk,IWin,al,ldiv,predictA
3,丁冠豪,何澤堯,7,2,1143,125,1143,125,103,1,0,NULL,NULL,-1,0,0,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,35,-8.75,-8.5,-6.25,2.5,2.25,0.12,5,22.57,44.99,22.36,44.78,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,125,44,5
4,蔡約翰,賀銘年,5,3,1,1,9,0,6.2,2,0,NULL,NULL,0,6,6,910,0,-4,-4,78,-1,5,5,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-7,-6.25,-0.5,6.5,5.75,0.63,1,21.94,44.27,21.79,44.12,23.2,46.07,22.39,46.07,25,NULL,-3.25,-3.75,-3.75,-0.3,8,NULL,39,-5.75,-7,-1.75,0.32,1,9.8,125,16,7
4,方嘉柏,史卓豐,0,123,1324,123,1324,123,18,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.4,NULL,22.1,22,NULL,TRUE,FALSE,TRUE,TRUE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,123,NULL,8
6,蘇保羅,潘頓,-5,2,1058,122,1058,122,5.8,9,0,NULL,NULL,0,10,10,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,NULL,NULL,22.8,FALSE,TRUE,FALSE,FALSE,TRUE,同程,28,-8.25,-5,-1.75,6.5,3.25,0.36,1,22.09,44.63,22.24,44.78,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,114.2,122,120,2
3,約翰摩亞,波健士,2,0,-12,0,1120,121,121,10,0,NULL,NULL,-1,0,0,78,-1,-4,-4,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-5.5,-5.5,-3.5,2,2,0.18,5,22.33,44.78,22.27,44.72,24.61,47.03,NULL,47.03,35,同程,-6.25,-6,-18.25,-2.19,12,NULL,NULL,0,0,0,NULL,NULL,NULL,121,92,4
4,告東尼,田泰安,-14,0,-34,-3,-28,-6,49,11,0,NULL,NULL,0,-4,-4,12,0,3,3,910,1,0,0,78,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,15,-1,-1.5,-2.25,-1.25,-0.75,-0.2,9,22.31,44.84,22.73,45.26,22.35,44.11,22.77,44.11,165,谷增,-3.25,-5.75,-3.5,-0.68,4,谷增,200,-2.25,-4,-4.75,-1.17,5,NULL,120,29,6
3,沈集成,梁家俊,0,118,1111,118,1111,118,162,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.4,NULL,NULL,22.2,22.6,TRUE,FALSE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,118,NULL,12
3,姚本輝,莫雷拉,-7,-15,-8,-7,-17,-10,1.6,4,0,3,22.6,0,0,0,12,1,0,0,12,0,0,0,34,NULL,NULL,NULL,NULL,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,同程,28,-0.25,-1.25,-0.06,0.19,1.19,-0.25,3,22.34,45.09,22.55,45.3,22.02,44.61,22.81,44.61,63,同程,-0.06,0.75,1,0.36,4,同程,77,-2.5,-2,-1.25,-0.73,5,NULL,118,2.4,1
4,徐雨石,黃皓楠,0,-2,12,-3,10,-5,518,3,0,NULL,NULL,1,-5,-4,78,0,1,3,1114,1,-6,-6,56,NULL,22.8,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,縮程,35,-2.75,-6.5,-28,-25.25,-21.5,-2.45,14,26.81,51.23,26.81,51.23,24.42,47.79,23.04,47.79,56,縮程,-8.25,-6,-10.5,-1.14,9,同程,84,-4.25,-4.75,-6.5,-1.27,13,-228,115,290,11
6,蘇偉賢,蔡明紹,3,2,9,2,2,-1,23,12,0,NULL,NULL,-1,3,3,1114,-1,9,9,1114,0,-1,-1,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-6.5,-5.5,-5.25,1.25,0.25,-0.76,6,23,45.09,22.91,45,22.28,45.03,22.87,45.03,63,同程,-4.25,-3.5,-1.5,0.53,1,同程,84,-1.5,-2,-2,-0.98,7,NULL,116,17,10
3,方嘉柏,郭能,-1,5,27,9,1153,133,4.3,1,0,NULL,NULL,-1,2,5,78,1,7,7,910,NULL,NULL,NULL,NULL,22.6,NULL,21.1,NULL,NULL,TRUE,FALSE,TRUE,FALSE,FALSE,縮程,175,-3.75,-2.5,0.25,4,2.75,0.32,1,23.22,46.64,23.25,46.67,22.64,45.54,NULL,45.54,197,同程,-4.25,-4.25,-5.25,0.53,2,NULL,NULL,0,0,0,NULL,NULL,NULL,133,4.2,5
4,容天鵬,賀銘年,3,3,18,12,26,10,12,5,0,NULL,NULL,1,-7,-7,34,0,0,0,12,0,-2,-8,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,-1.25,-1.5,-6.25,-5,-4.75,-1.31,13,24.12,46.75,24.03,46.66,23.78,46.43,25.32,46.43,49,同程,1.5,1.75,2.75,-0.77,3,谷縮,74,1,-1,-9.25,-0.2,11,24,128,36,13
3,羅富全,潘頓,-4,5,1087,130,1087,130,3.6,14,0,NULL,NULL,-1,3,3,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,田增,21,-1.75,-2,-0.5,1.25,1.5,-1.01,4,21.78,42.52,21.9,42.64,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,130,4,4
3,沈集成,薛恩,0,128,1105,128,1105,128,103,13,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21.8,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,128,NULL,8
4,韋達,周俊樂,0,-5,1110,118,1110,118,12,7,0,NULL,NULL,0,4,4,1114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-5,-7,-4.5,0.5,2.5,-0.55,1,21.42,42.44,21.42,42.44,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,94,118,106,9
3,姚本輝,蔡明紹,-23,3,996,128,996,128,41,12,0,NULL,NULL,-1,1,1,910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.3,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,42,-5.5,-4.25,-4.75,0.75,-0.5,-0.34,6,22.27,44.8,22.96,45.49,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,128,12,2
3,徐雨石,黃皓楠,0,125,1051,125,1051,125,296,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.1,NULL,NULL,NULL,22.8,TRUE,FALSE,FALSE,FALSE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,125,NULL,14
3,蔡約翰,莫雷拉,0,128,1126,128,1126,128,4.1,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.9,23.2,FALSE,FALSE,FALSE,TRUE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,128,NULL,1
5,鄭俊偉,波健士,0,11,6,6,10,6,8.2,8,0,NULL,NULL,0,3,3,34,0,4,4,1114,-1,2,2,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-4,-4.25,1.75,5.75,6,-0.42,3,23.02,45.29,23.02,45.29,22.86,45.9,24.51,45.9,39,NULL,-7.25,-7.5,-5.5,0.36,3,同程,56,-3.5,-3.75,-5,-1.58,6,7.8,127,16,3
4,文家良,田泰安,-1,3,0,2,2,0,15,9,0,10,22.5,0,-1,-1,12,1,5,5,1114,1,1,1,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,32,0.5,0.75,-1.5,-2,-2.25,-0.93,8,24.31,47.63,24.34,47.66,22.93,43.83,23.16,43.83,49,田增,-2.5,-2.75,-3,-1.97,7,NULL,67,-2.75,-3,-1.5,-0.42,6,NULL,125,16,11
5,蘇偉賢,楊明綸,-13,-2,2,-3,-14,-6,89,10,0,NULL,NULL,0,-4,-4,56,1,-4,-4,1114,0,3,1,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,15,-2.5,-3,-11.5,-9,-8.5,-2.02,10,23.76,45.95,24.15,46.34,25.1,47.69,23.93,47.69,56,同程,-5.25,-4.5,-11,-2.6,12,縮程,91,-5.75,-3.25,-5.25,-1.28,7,NULL,124,30,6
6,葉楚航,蘇狄雄,-11,5,0,-3,-1,-2,92,4,0,NULL,NULL,-1,-8,-8,12,0,-6,-6,12,-1,-5,-5,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,0.06,-1,-7.5,-7.56,-6.5,-1.82,12,24.39,47.14,24.72,47.47,23.11,46.81,24,46.81,39,NULL,1.25,0.75,-4.25,0.5,12,NULL,67,-0.5,-3,-7,-0.96,9,NULL,121,18,12
3,賀賢,何澤堯,7,1,14,0,15,-3,22,6,0,NULL,NULL,1,3,3,1114,-1,-9,-9,34,0,6,6,910,NULL,NULL,NULL,NULL,22,FALSE,FALSE,FALSE,FALSE,TRUE,田增,21,-7.5,-9.25,-6.75,0.75,2.5,-0.61,2,21.83,42.81,21.62,42.6,24.89,47.56,22.23,47.56,67,NULL,-1.25,-2.75,-12.25,-2.22,12,田增,84,-2.25,-3.5,-2.75,-1.75,2,NULL,122,16,7
4,丁冠豪,潘明輝,16,1,13,-3,24,-5,92,11,0,NULL,NULL,-1,2,2,78,0,3,3,1114,-2,3,3,910,24,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,普通,81,-3.5,-3.5,-3,0.5,0.5,-0.89,5,24.36,47.32,23.88,46.84,23.13,45.98,22.53,45.98,98,同程,-4,-4.25,-4.75,-0.37,5,田增,118,-3.5,-4.75,-4.5,-1.59,7,NULL,119,19,10
4,韋達,周俊樂,0,-10,-3,-10,-12,-9,5,4,0,NULL,NULL,0,1,1,34,1,-1,-1,34,0,-1,2,78,NULL,NULL,NULL,NULL,23.3,FALSE,FALSE,FALSE,FALSE,TRUE,同程,15,-1.25,-1.25,-1.75,-0.5,-0.5,-0.79,4,22.6,44.71,22.6,44.71,22.89,45.35,23.24,45.35,84,同程,-0.75,-1,-2.25,-0.73,8,縮程,106,-5.5,-2.5,-5,-0.34,6,NULL,123,2.5,9
3,羅富全,田泰安,0,7,2,6,-2,6,7.1,12,0,NULL,NULL,0,0,0,12,0,2,2,78,2,1,1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,28,0.25,1.25,0.06,0.19,1.19,-0.6,6,23.4,45.99,23.4,45.99,23.69,46.34,22.99,46.34,49,同程,-5.25,-5.25,-5.75,-0.86,5,同程,71,-3.75,-1.5,-1.75,-0.03,6,13.9,131,21,4
4,丁冠豪,潘明輝,16,-4,20,-2,1094,128,59,7,0,NULL,NULL,1,0,0,56,-2,1,1,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,42,-2.5,-2,-2.25,0.25,-0.25,-1.71,5,24.16,46.25,23.68,45.77,22.73,45.95,NULL,45.95,71,同程,-2.25,-2.75,-3,0.43,4,NULL,NULL,0,0,0,NULL,NULL,NULL,128,14,12
6,告東尼,蔡明紹,-3,-3,-7,-3,-22,-5,22,9,0,7,23.6,0,4,4,1114,1,5,5,1114,1,1,1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,25,-7.5,-5.5,-5,2.5,0.5,-0.31,3,22.68,45.23,22.77,45.32,22.21,45.67,22.85,45.67,39,NULL,-6.75,-5.25,-4,1.16,4,NULL,95,-3.25,-4.25,-2,-0.48,5,NULL,128,12,3
5,苗禮德,賀銘年,7,1,6,4,23,6,2.9,3,0,NULL,NULL,0,7,7,910,1,6,6,910,4,1,1,56,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,普通,18,-4,-4.25,-0.75,3.25,3.5,-0.36,2,23.23,45.86,23.02,45.65,22.07,45.61,22.37,45.61,39,NULL,-5.25,-4.25,-0.75,1.59,1,同程,63,-2,-1.25,-1,0.28,2,NULL,128,1.7,1
3,姚本輝,何澤堯,0,126,1153,126,1153,126,20,2,0,7,23.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.1,NULL,22.8,FALSE,FALSE,TRUE,FALSE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,126,NULL,8
3,葉楚航,薛恩,0,126,1070,126,1070,126,229,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.6,NULL,21.8,NULL,21.6,TRUE,FALSE,TRUE,FALSE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,126,NULL,13
3,蔡約翰,莫雷拉,0,126,1144,126,1144,126,3.5,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.1,NULL,NULL,24.1,FALSE,TRUE,FALSE,FALSE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,126,NULL,6
4,蘇偉賢,史卓豐,-8,0,-6,0,-23,2,15,6,0,NULL,NULL,0,4,4,78,2,5,5,910,0,9,9,1114,22.9,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,同程,98,-3,-3,-3.25,-0.25,-0.25,-0.41,5,22.98,45.79,23.22,46.03,23.09,45.34,22.28,45.34,126,同程,-4.5,-4.75,-1.5,-0.84,3,同程,183,-5.5,-6,-1.75,0.26,1,NULL,125,10,10
4,文家良,郭能,-4,-3,-13,-4,-11,-6,53,13,0,9,23.1,1,-7,-7,34,0,-3,-3,34,0,-10,-10,12,NULL,NULL,NULL,NULL,23.3,FALSE,FALSE,FALSE,FALSE,TRUE,普通,25,-1.25,-0.5,-5,-3.75,-4.5,-0.93,10,23.47,46.22,23.59,46.34,24.29,47.24,24.06,47.24,56,同程,-0.25,-1.75,-3.5,-1.46,8,同程,91,0.5,0.25,-6.25,-1.39,12,NULL,122,10,2
5,容天鵬,楊明綸,6,-1,-6,-3,-1,-9,47,11,0,8,23.1,0,-3,-3,12,0,-7,-7,12,0,-8,-8,12,NULL,NULL,NULL,NULL,22.6,FALSE,FALSE,FALSE,FALSE,TRUE,田增,21,-1,-1.25,-4,-3,-2.75,-1.67,10,22.56,43.3,22.38,43.12,23.93,46.46,23.98,46.46,134,同程,0.75,1,-4.25,-1.49,12,同程,203,0.75,0.75,-7.25,-1.75,11,NULL,121,12,11
4,何良,巫顯東,-1,-5,3,-4,0,-6,111,10,0,NULL,NULL,1,0,5,1114,6,-1,-1,56,0,6,6,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,15,-6.25,-5.25,-6.25,0,-1,0.8,6,23.7,48.38,23.73,48.41,23.09,46.6,23.5,46.6,35,縮程,-0.06,-2.25,-2.25,0.3,5,NULL,53,-4.25,-5,-3.5,-1.17,1,NULL,117,11,5
7,呂健威,波健士,-3,-1,-13,-5,-20,-5,110,14,0,NULL,NULL,0,3,2,910,1,2,-1,78,0,0,6,910,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,縮程,21,-9.75,-7,-5.25,4.5,1.75,-0.87,5,23.76,46.77,23.85,46.86,23.93,47.87,22.66,47.87,46,谷縮,-8.75,-4.5,-2,-0.14,4,縮程,77,-7.25,-5.25,-1.5,0.46,2,NULL,116,12,7
5,告東尼,郭能,1,6,-2,5,4,3,8.9,5,0,NULL,NULL,0,-1,3,34,1,3,3,78,-1,0,-5,34,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-5.25,-2.25,1.25,6.5,3.5,-0.02,3,22.75,45.31,22.73,45.29,22.36,44.54,23.64,44.54,35,田增,-7,-5.25,-2.5,-0.06,4,同程,71,-0.75,-1.75,-2,-0.37,12,NULL,133,6.5,4
3,告東尼,莫雷拉,-5,0,1,1,1100,131,3.6,6,0,NULL,NULL,2,-1,3,78,0,0,3,56,NULL,NULL,NULL,NULL,NULL,23.6,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,同程,28,-3,-3.25,-1.5,1.5,1.75,0.29,4,22.78,45.97,22.9,46.09,23.31,46.34,NULL,46.34,42,同程,-3.5,-2.25,-0.25,-0.26,5,NULL,NULL,0,0,0,NULL,NULL,NULL,131,8.5,11
4,姚本輝,何澤堯,0,130,1154,130,1154,130,19,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.4,NULL,NULL,NULL,21.3,TRUE,FALSE,FALSE,FALSE,TRUE,普通,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,130,NULL,9
4,約翰摩亞,周俊樂,0,-2,-8,-11,3,-7,4.7,12,0,NULL,NULL,0,0,0,12,1,-1,-4,56,1,0,-3,12,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-4,-1,-1.25,2.75,-0.25,-0.4,10,22.91,45.47,22.91,45.47,23.38,46.57,23.66,46.57,28,同程,-1.75,-2,-5,-0.46,11,同程,42,1.5,0.5,-1.5,-0.6,11,NULL,115,7.9,7
4,徐雨石,梁家俊,4,2,12,-4,-3,-5,26,11,0,NULL,NULL,-1,6,6,1114,1,-1,-7,34,0,-3,5,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-7.5,-7.25,-4,3.5,3.25,-0.19,3,22.55,44.76,22.45,44.66,24.25,48.07,23.02,48.07,49,同程,-1.5,-1,-6.75,-0.53,10,縮程,77,-5.25,-3.75,-3.25,0.91,4,NULL,124,32,6
9,文家良,薛恩,4,0,-6,0,-4,2,27,7,0,8,22.7,2,0,3,78,1,0,4,1114,-2,2,6,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,同程,21,-7,-3.25,-1.75,5.25,1.5,-0.25,5,22.79,45.23,22.69,45.13,23.71,47.37,22.96,47.37,49,同程,-5,-3.5,-5.25,-0.05,7,同程,71,-4.75,-4.5,-0.5,0.09,3,NULL,122,38,8
3,韋達,黃皓楠,5,-2,1010,118,1010,118,411,10,0,11,23.5,-2,-1,-1,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22.4,FALSE,FALSE,FALSE,FALSE,TRUE,田增,21,-4.5,-4.5,-6.75,-2.25,-2.25,-1.03,9,23.35,45.6,23.23,45.48,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,118,38,12
4,羅富全,史卓豐,1,6,15,5,1142,121,39,8,0,NULL,NULL,0,-1,0,78,-1,-4,-3,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23.3,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,同程,225,-4.25,-2.5,-2.5,1.75,0,1.09,9,22.47,45.61,22.2,45.34,23.83,47.07,NULL,47.07,246,同程,-1.25,-2.5,-5.5,-0.47,10,NULL,NULL,0,0,0,NULL,NULL,NULL,121,19,2
4,呂健威,賀銘年,0,3,5,3,1,3,4.9,4,0,3,22.9,1,8,8,1114,0,6,6,910,1,6,6,1114,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,21,-7,-5.25,-0.5,6.5,4.75,-0.19,1,22.23,44.2,22.23,44.2,21.94,44.2,22.41,44.2,35,田增,-7.75,-6.5,-1.5,0.39,1,田增,63,-7,-3.75,-2.5,0.01,2,NULL,120,3.8,10
7,蘇保羅,蔡明紹,20,3,14,3,4,3,87,1,0,NULL,NULL,-1,6,6,1114,0,-1,7,1114,0,-1,-1,1114,NULL,NULL,22.8,NULL,22.4,FALSE,FALSE,TRUE,FALSE,TRUE,田增,118,-8.75,-8,-6.5,2.25,1.5,-0.84,3,23.6,45.79,23.1,45.29,22.52,45.87,23.73,45.87,140,同程,-5.5,-3.75,-1.25,0.9,3,谷增,172,-7.25,-7.25,-11.5,-0.68,11,NULL,118,82,5
5,苗禮德,田泰安,28,6,17,-10,12,-10,6.8,9,0,NULL,NULL,0,1,3,1114,2,1,2,56,0,0,4,1114,NULL,NULL,21.1,NULL,NULL,FALSE,FALSE,TRUE,FALSE,FALSE,同程,71,-9.25,-6.5,-6.5,2.75,0,0.64,4,23.14,46.07,22.44,45.37,22.75,45.82,23.02,45.82,84,同程,-2.75,-0.5,4.75,0.07,3,同程,112,-11,-9.25,-7.5,-0.7,6,NULL,116,9.5,1
3,賀賢,蘇狄雄,-1,-5,-2,-4,-9,-6,321,13,0,NULL,NULL,-2,0,-3,78,3,-2,-2,910,-3,-2,-5,56,22.4,NULL,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,同程,21,-8.75,-6.5,-8,0.75,-1.5,-0.5,12,23.03,45.71,23.06,45.74,22.91,45.13,25.84,45.13,35,NULL,-5.5,-3.5,-6,-0.79,8,同程,56,-4.25,-4,-17.75,-2.3,13,-216,113,105,3
6,約翰摩亞,周俊樂,10,-7,20,-11,5,10,12,11,0,NULL,NULL,-1,1,-7,56,-1,-1,-6,34,-1,0,-5,56,NULL,NULL,NULL,22.1,NULL,FALSE,FALSE,FALSE,TRUE,FALSE,同程,15,-2.75,-3,-7.25,-4.5,-4.25,-1.09,12,23.84,46.52,23.6,46.28,23.8,46.56,23.18,46.56,42,同程,-1.5,-1.5,-5.25,-1.31,12,縮程,71,-2,-2.25,-5,0.09,10,NULL,121,14,6
5,姚本輝,賀銘年,-9,5,-25,2,-22,14,3.8,6,0,NULL,NULL,0,12,12,1114,-2,0,-6,78,0,-1,5,78,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,田增,28,-7,-4.25,-0.5,6.5,3.75,0.2,1,21.93,44.16,22.15,44.38,25.28,47.7,22.95,47.7,84,同程,-4,-3.5,-14.25,-2.81,14,同程,315,-3,-2,-0.12,0.53,3,10.2,127,14,2
6,沈集成,潘頓,4,0,-24,1,-26,2,4.7,2,0,NULL,NULL,0,0,-7,12,-3,0,2,56,0,1,-1,12,NULL,NULL,NULL,NULL,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,谷縮,18,-0.75,-1.25,-7.25,-6.5,-6,-0.99,10,25.49,49.89,25.39,49.79,22.36,45.13,24.23,45.13,63,同程,-2.25,-2.5,-3.25,0.43,7,同程,98,-0.25,0.5,-0.01,-1.54,8,NULL,126,7.2,3
5,羅富全,波健士,-14,4,-8,-2,-2,-3,143,7,0,NULL,NULL,-1,-1,-1,1114,-2,-1,-4,910,1,-1,-9,34,NULL,NULL,NULL,NULL,23.4,FALSE,FALSE,FALSE,FALSE,TRUE,縮程,28,-6.75,-7,-16.5,-9.75,-9.5,-0.65,14,24.31,48.22,24.66,48.57,24.51,47.86,24.55,47.86,134,縮程,-5.25,-4.75,-15,-1.21,14,縮程,203,-1.75,-1.5,-12.75,-1.1,13,NULL,126,40,5
5,蘇保羅,郭能,9,6,26,-6,6,4,12,9,0,NULL,NULL,1,0,1,56,0,0,5,56,1,1,2,78,NULL,NULL,NULL,NULL,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,縮程,28,-3.5,-2.5,-3,0.5,-0.5,0.59,8,23.49,47.2,23.27,46.98,23.46,47.07,23.45,47.07,56,縮程,-3.5,-2.75,0.25,0,2,同程,84,-3.75,-2.5,-1.5,-1.05,7,NULL,125,9.3,1
4,告東尼,莫雷拉,-2,6,-4,2,-2,3,8.7,8,0,NULL,NULL,6,0,-10,34,4,2,2,1114,2,2,2,56,NULL,NULL,NULL,NULL,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,同程,15,-0.75,-2.5,-11.75,-11,-9.25,-1.65,13,24.67,47.59,24.72,47.64,22.74,45.01,23.15,45.01,28,田增,-5.25,-2.75,-3.25,-0.42,6,田增,56,-4,-1.75,-2.25,-0.65,6,5.3,123,14,10
